state,left_shoulder.x,left_shoulder.y,left_shoulder.z,left_shoulder.visibility,right_shoulder.x,right_shoulder.y,right_shoulder.z,right_shoulder.visibility,left_elbow.x,left_elbow.y,left_elbow.z,left_elbow.visibility,right_elbow.x,right_elbow.y,right_elbow.z,right_elbow.visibility,left_wrist.x,left_wrist.y,left_wrist.z,left_wrist.visibility,right_wrist.x,right_wrist.y,right_wrist.z,right_wrist.visibility
lup,0.6126165390014648,0.884225070476532,-0.37020784616470337,0.9884088635444641,0.4275537133216858,0.8537145256996155,-0.23196716606616974,0.9897252321243286,0.6582257747650146,1.0389176607131958,-0.3623043894767761,0.3047841489315033,0.3762471675872803,1.0273858308792114,-0.11212297528982162,0.5307058095932007,0.6403657793998718,1.17707359790802,-0.4555516839027405,0.014940881170332432,0.6403657793998718,1.17707359790802,-0.4555516839027405,0.014940881170332432
lup,0.6283158659934998,0.8740832805633545,-0.3112419843673706,0.98955237865448,0.42755046486854553,0.8515253663063049,-0.1477409303188324,0.9907318949699402,0.6931456923484802,1.0555565357208252,-0.3522426187992096,0.3417908847332001,0.2992895841598511,0.985392689704895,-0.43137240409851074,0.5764003396034241,0.6763131618499756,1.2171247005462646,-0.41813546419143677,0.02551255375146866,0.6763131618499756,1.2171247005462646,-0.41813546419143677,0.02551255375146866
lup,0.6477756500244141,0.8747197985649109,-0.4165412485599518,0.9904466271400452,0.4295590817928314,0.8572129607200623,-0.36839038133621216,0.9910943508148193,0.7043634057044983,1.0696502923965454,-0.45890456438064575,0.35797393321990967,0.32304757833480835,0.9947522282600403,-0.35690024495124817,0.5973499417304993,0.6940468549728394,1.2385649681091309,-0.6179343461990356,0.027230020612478256,0.6940468549728394,1.2385649681091309,-0.6179343461990356,0.027230020612478256
lup,0.6522150635719299,0.8753365278244019,-0.40095633268356323,0.9912762641906738,0.4298933148384094,0.8633725047111511,-0.33712732791900635,0.9915199279785156,0.7076446413993835,1.0803577899932861,-0.42528748512268066,0.35739758610725403,0.32982298731803894,0.9974796175956726,-0.2939792573451996,0.6081617474555969,0.6994354724884033,1.2469103336334229,-0.577474057674408,0.02894224412739277,0.6994354724884033,1.2469103336334229,-0.577474057674408,0.02894224412739277
lup,0.6565533876419067,0.8754824995994568,-0.33834534883499146,0.9920690655708313,0.42992743849754333,0.8686890006065369,-0.3011205792427063,0.9920966029167175,0.7118043899536133,1.0863971710205078,-0.34911245107650757,0.3600572347640991,0.33391574025154114,1.0070980787277222,-0.25022250413894653,0.6022568941116333,0.7037416696548462,1.2587590217590332,-0.5312492847442627,0.030324503779411316,0.7037416696548462,1.2587590217590332,-0.5312492847442627,0.030324503779411316
lup,0.585193932056427,0.8520714044570923,-0.456573486328125,0.9925504922866821,0.34312039613723755,0.8795259594917297,-0.3853188753128052,0.9910768270492554,0.7109323143959045,0.7382474541664124,-0.692489743232727,0.41951796412467957,0.30220741033554077,1.084349513053894,-0.16430801153182983,0.598081111907959,0.7451742887496948,0.6006081700325012,-0.9544154405593872,0.1198304295539856,0.7451742887496948,0.6006081700325012,-0.9544154405593872,0.1198304295539856
lup,0.5759264230728149,0.8423768877983093,-0.47748279571533203,0.992100179195404,0.33435142040252686,0.8830541372299194,-0.48327550292015076,0.9880392551422119,0.711169958114624,0.7062423825263977,-0.7438693642616272,0.46884816884994507,0.30516549944877625,1.0766535997390747,-0.47543463110923767,0.5535274744033813,0.7189408540725708,0.5064658522605896,-1.0319300889968872,0.20220987498760223,0.7189408540725708,0.5064658522605896,-1.0319300889968872,0.20220987498760223
lup,0.5756270885467529,0.8450940847396851,-0.38547223806381226,0.9923717379570007,0.33127671480178833,0.8844372034072876,-0.39417600631713867,0.9857266545295715,0.7080246210098267,0.7010272145271301,-0.587985098361969,0.5200973153114319,0.2882307171821594,1.0750410556793213,-0.1502758413553238,0.5309309959411621,0.7109630703926086,0.4660673439502716,-0.801053524017334,0.28011998534202576,0.7109630703926086,0.4660673439502716,-0.801053524017334,0.28011998534202576
lup,0.5764676332473755,0.8433406949043274,-0.3067055344581604,0.9929752945899963,0.3300599455833435,0.8865740895271301,-0.27283763885498047,0.9859548211097717,0.7077251076698303,0.6964913606643677,-0.5708800554275513,0.5636226534843445,0.2859911620616913,1.0845409631729126,-0.06714670360088348,0.5079829692840576,0.7073649168014526,0.442028671503067,-0.7185781598091125,0.3494461476802826,0.7073649168014526,0.442028671503067,-0.7185781598091125,0.3494461476802826
lup,0.5733457803726196,0.8394594788551331,-0.2271147519350052,0.9935517311096191,0.32760554552078247,0.8886581063270569,-0.1956247240304947,0.9861513376235962,0.7077292799949646,0.6957886815071106,-0.4745938777923584,0.6005445122718811,0.2877732217311859,1.0896522998809814,-0.03684743493795395,0.48397618532180786,0.7044603228569031,0.44596225023269653,-0.7025871872901917,0.41219380497932434,0.7044603228569031,0.44596225023269653,-0.7025871872901917,0.41219380497932434
lup,0.5728984475135803,0.83693528175354,-0.24675342440605164,0.9940691590309143,0.32812216877937317,0.890444815158844,-0.21540383994579315,0.9864457845687866,0.7103608846664429,0.6957659125328064,-0.5102101564407349,0.6297661662101746,0.29148176312446594,1.1023277044296265,-0.056251160800457,0.46070533990859985,0.7022534608840942,0.4503174424171448,-0.8076713681221008,0.46863073110580444,0.7022534608840942,0.4503174424171448,-0.8076713681221008,0.46863073110580444
lup,0.5782128572463989,0.8344895243644714,-0.19782781600952148,0.9943821430206299,0.33616599440574646,0.8896672129631042,-0.1670660525560379,0.9863927364349365,0.7218338847160339,0.699855387210846,-0.44571685791015625,0.6572005152702332,0.29738348722457886,1.1110142469406128,-0.044880177825689316,0.4360465407371521,0.7019551992416382,0.4518890380859375,-0.6725413203239441,0.5182949900627136,0.7019551992416382,0.4518890380859375,-0.6725413203239441,0.5182949900627136
lup,0.580195963382721,0.8325150609016418,-0.22119958698749542,0.9947867393493652,0.3428254723548889,0.8885176777839661,-0.14200861752033234,0.9872201681137085,0.7316227555274963,0.6898404359817505,-0.4826708734035492,0.6838618516921997,0.3005886375904083,1.1117897033691406,-0.015501107089221478,0.42213037610054016,0.7040600180625916,0.44756922125816345,-0.7449911236763,0.5641373991966248,0.7040600180625916,0.44756922125816345,-0.7449911236763,0.5641373991966248
lup,0.5966320037841797,0.8335679769515991,-0.1959562450647354,0.9951781034469604,0.34484583139419556,0.8885269165039062,-0.12185883522033691,0.988172709941864,0.7449821829795837,0.6923490166664124,-0.4361831247806549,0.7105097770690918,0.30971208214759827,1.1207387447357178,-0.03666780889034271,0.42392221093177795,0.7117723822593689,0.45301109552383423,-0.6533381342887878,0.6057345271110535,0.7117723822593689,0.45301109552383423,-0.6533381342887878,0.6057345271110535
lup,0.610709547996521,0.8318032622337341,-0.17608419060707092,0.9955623745918274,0.3499346077442169,0.8889197111129761,-0.1305684745311737,0.9891458749771118,0.7547622323036194,0.689452052116394,-0.4220215380191803,0.7356931567192078,0.31013020873069763,1.1284449100494385,-0.06063433364033699,0.4407646059989929,0.7158304452896118,0.4514658749103546,-0.6585970520973206,0.6434482932090759,0.7158304452896118,0.4514658749103546,-0.6585970520973206,0.6434482932090759
lup,0.6181721687316895,0.8290838003158569,-0.19583003222942352,0.9958898425102234,0.3546525239944458,0.8884335160255432,-0.15708161890506744,0.9899835586547852,0.7603384256362915,0.6835728883743286,-0.4286101758480072,0.7557981610298157,0.30732783675193787,1.1309868097305298,-0.08890333771705627,0.45815080404281616,0.721092164516449,0.4490337073802948,-0.733487069606781,0.6765326261520386,0.721092164516449,0.4490337073802948,-0.733487069606781,0.6765326261520386
lup,0.6236860156059265,0.827972948551178,-0.2027098834514618,0.9961156249046326,0.360933780670166,0.8874080777168274,-0.13408173620700836,0.9907972812652588,0.7593164443969727,0.686235249042511,-0.47432613372802734,0.776711106300354,0.29673102498054504,1.1238669157028198,-0.08441736549139023,0.48714756965637207,0.7229412794113159,0.44836488366127014,-0.7811789512634277,0.7072999477386475,0.7229412794113159,0.44836488366127014,-0.7811789512634277,0.7072999477386475
lup,0.6213086843490601,0.8005056977272034,-0.1826585978269577,0.9963886141777039,0.351362407207489,0.8642302751541138,-0.14452047646045685,0.9915009140968323,0.7535167932510376,0.6552777886390686,-0.46836304664611816,0.7943994998931885,0.2475498616695404,1.1208139657974243,-0.08677281439304352,0.506602942943573,0.7178879380226135,0.3922678232192993,-0.792230486869812,0.7354716658592224,0.7178879380226135,0.3922678232192993,-0.792230486869812,0.7354716658592224
lup,0.6159669756889343,0.7794835567474365,-0.25662583112716675,0.9966104030609131,0.34362444281578064,0.8638882040977478,-0.34503015875816345,0.9921036958694458,0.7530363202095032,0.6327189207077026,-0.5521668791770935,0.8024548292160034,0.22581784427165985,1.1289139986038208,-0.2886183261871338,0.538387656211853,0.7092769742012024,0.3791361451148987,-0.9569328427314758,0.7603704333305359,0.7092769742012024,0.3791361451148987,-0.9569328427314758,0.7603704333305359
lup,0.6114262342453003,0.7675981521606445,-0.29668399691581726,0.9966434836387634,0.33330124616622925,0.8585546612739563,-0.4016352593898773,0.9925022721290588,0.7450891733169556,0.6231218576431274,-0.6041933298110962,0.8001371622085571,0.2211729735136032,1.1325531005859375,-0.35059434175491333,0.5586494207382202,0.7023180723190308,0.3663076162338257,-1.0204367637634277,0.7819226384162903,0.7023180723190308,0.3663076162338257,-1.0204367637634277,0.7819226384162903
lup,0.6080062389373779,0.7578179240226746,-0.3571280539035797,0.9967744946479797,0.32828861474990845,0.8599450588226318,-0.47823643684387207,0.9928184747695923,0.7433112859725952,0.6052429676055908,-0.5930702090263367,0.7974110245704651,0.23449651896953583,1.1546809673309326,-0.41626495122909546,0.57159423828125,0.6973763704299927,0.34029582142829895,-0.9411770701408386,0.8013225793838501,0.6973763704299927,0.34029582142829895,-0.9411770701408386,0.8013225793838501
lup,0.6076784133911133,0.7475366592407227,-0.3799903094768524,0.9968013167381287,0.32457786798477173,0.8555284142494202,-0.490201860666275,0.993019163608551,0.7366775274276733,0.583846390247345,-0.6063234806060791,0.7911794185638428,0.23820936679840088,1.1489713191986084,-0.42060279846191406,0.5806565880775452,0.6966065764427185,0.32531994581222534,-0.9342634081840515,0.8170509934425354,0.6966065764427185,0.32531994581222534,-0.9342634081840515,0.8170509934425354
lup,0.6071927547454834,0.745964765548706,-0.42879122495651245,0.996777355670929,0.3181902766227722,0.8565969467163086,-0.5857433676719666,0.9932847619056702,0.7344537377357483,0.5908555388450623,-0.6057529449462891,0.7823159098625183,0.24244293570518494,1.1708165407180786,-0.5090009570121765,0.5901181101799011,0.6982340216636658,0.3220796287059784,-0.8977218866348267,0.8292931914329529,0.6982340216636658,0.3220796287059784,-0.8977218866348267,0.8292931914329529
lup,0.6069852113723755,0.7364826202392578,-0.4429817795753479,0.9966839551925659,0.3179174065589905,0.8548377156257629,-0.6064475774765015,0.9934800267219543,0.7351123690605164,0.5843961238861084,-0.5997437238693237,0.778313934803009,0.24291042983531952,1.1717684268951416,-0.5667302012443542,0.6015372276306152,0.6984677314758301,0.3032366633415222,-0.8871053457260132,0.8395237922668457,0.6984677314758301,0.3032366633415222,-0.8871053457260132,0.8395237922668457
lup,0.6002561450004578,0.7278826832771301,-0.24153748154640198,0.9946436285972595,0.3126009404659271,0.8447660207748413,-0.3174996078014374,0.9928282499313354,0.7383041381835938,0.5575319528579712,-0.4713955819606781,0.7891300916671753,0.22239775955677032,1.1416670083999634,-0.4636687636375427,0.6025417447090149,0.6985346078872681,0.2784993052482605,-0.7424491047859192,0.8508551120758057,0.6985346078872681,0.2784993052482605,-0.7424491047859192,0.8508551120758057
lup,0.590354323387146,0.6400995850563049,-0.24328558146953583,0.9948559403419495,0.29698866605758667,0.7554060816764832,-0.38066190481185913,0.9934292435646057,0.7378824353218079,0.46306270360946655,-0.5444405674934387,0.7951317429542542,0.16353218257427216,1.0282868146896362,-0.41758784651756287,0.6303411722183228,0.7056763768196106,0.16331154108047485,-1.0276963710784912,0.8633114099502563,0.7056763768196106,0.16331154108047485,-1.0276963710784912,0.8633114099502563
lup,0.5812419652938843,0.6225945353507996,-0.11961791664361954,0.9948947429656982,0.28354552388191223,0.7128342390060425,-0.34714528918266296,0.9939578771591187,0.7377086281776428,0.44238102436065674,-0.5203367471694946,0.8037365674972534,0.13283458352088928,1.004172921180725,-0.3963102698326111,0.6575052738189697,0.7172501087188721,0.12943659722805023,-1.0285770893096924,0.8731604218482971,0.7172501087188721,0.12943659722805023,-1.0285770893096924,0.8731604218482971
lup,0.5781145691871643,0.48930662870407104,-0.21789979934692383,0.9923509359359741,0.26843881607055664,0.6141284704208374,-0.6064661741256714,0.9941964149475098,0.7440822124481201,0.30191662907600403,-0.38133686780929565,0.8101287484169006,0.12140331417322159,0.9961793422698975,-0.6873477697372437,0.6789460182189941,0.7514212131500244,-0.03252551704645157,-0.5498034358024597,0.8685837388038635,0.7514212131500244,-0.03252551704645157,-0.5498034358024597,0.8685837388038635
lup,0.5583547949790955,0.46046847105026245,-0.030212247744202614,0.9864403605461121,0.2597411274909973,0.5590940713882446,-0.5164856314659119,0.9945043325424194,0.732183575630188,0.4059191048145294,0.11393817514181137,0.7721315026283264,0.12594576179981232,0.974250853061676,-0.5863066911697388,0.7013869881629944,0.7544741630554199,0.032997921109199524,0.13887910544872284,0.8306189775466919,0.7544741630554199,0.032997921109199524,0.13887910544872284,0.8306189775466919
lup,0.5609091520309448,0.33238664269447327,-0.10498366504907608,0.9858375787734985,0.2545017600059509,0.4659668207168579,-0.6820618510246277,0.9950088262557983,0.7097753882408142,0.3803238272666931,0.03885125741362572,0.7167978286743164,0.08932431042194366,0.9015310406684875,-0.7299822568893433,0.7278748750686646,0.7476388216018677,0.2221497744321823,0.08640594780445099,0.7902693152427673,0.7476388216018677,0.2221497744321823,0.08640594780445099,0.7902693152427673
lup,0.5590769648551941,0.2986631989479065,-0.21879053115844727,0.984643280506134,0.24317467212677002,0.44208067655563354,-0.7447748184204102,0.9954481720924377,0.7123680114746094,0.14559264481067657,0.057746339589357376,0.6821047067642212,0.08001464605331421,0.8817980885505676,-0.8201183080673218,0.7514588832855225,0.8146079182624817,0.1196165531873703,0.23687222599983215,0.7673582434654236,0.8146079182624817,0.1196165531873703,0.23687222599983215,0.7673582434654236
lup,0.5786541700363159,0.32915714383125305,-0.32239216566085815,0.983004629611969,0.25077909231185913,0.4526214897632599,-0.6920850276947021,0.995837926864624,0.7160101532936096,0.33986803889274597,0.0662403553724289,0.6465437412261963,0.09237481653690338,0.9074827432632446,-0.7326267957687378,0.7680444717407227,0.783516526222229,0.464948445558548,0.22056487202644348,0.7246996164321899,0.783516526222229,0.464948445558548,0.22056487202644348,0.7246996164321899
lup,0.5889917016029358,0.4090965688228607,-0.04667731374502182,0.9840141534805298,0.25672072172164917,0.5288483500480652,-0.30885693430900574,0.9961954951286316,0.7148801684379578,0.7248221635818481,0.16261199116706848,0.6262636184692383,0.10774443298578262,0.9342979192733765,-0.6551001071929932,0.7800382971763611,0.7361825704574585,0.9543502926826477,0.03975679352879524,0.6593554615974426,0.7361825704574585,0.9543502926826477,0.03975679352879524,0.6593554615974426
lup,0.5915418863296509,0.43525978922843933,-0.14006616175174713,0.9748892188072205,0.25994211435317993,0.5567260980606079,-0.7827469706535339,0.9963911771774292,0.7664720416069031,0.3667706847190857,0.1456560641527176,0.6149224638938904,0.11634304374456406,0.9176117777824402,-1.039914608001709,0.7832400798797607,0.9068388938903809,0.22305569052696228,0.3671226501464844,0.6440389752388,0.9068388938903809,0.22305569052696228,0.3671226501464844,0.6440389752388
lup,0.6021676063537598,0.4451054036617279,-0.31723737716674805,0.9596599340438843,0.2661787271499634,0.5629521608352661,-0.7920474410057068,0.9962375164031982,0.830071747303009,0.3059358298778534,0.010702203959226608,0.6215716600418091,0.13745927810668945,0.9518423676490784,-0.9882211685180664,0.7927076816558838,0.9887345433235168,0.10387556254863739,0.20649190247058868,0.6487511992454529,0.9887345433235168,0.10387556254863739,0.20649190247058868,0.6487511992454529
lup,0.6058601140975952,0.4545510709285736,-0.19359469413757324,0.9564472436904907,0.2808860242366791,0.5724651217460632,-0.5859450697898865,0.996172308921814,0.8073850870132446,0.28309202194213867,-0.11816109716892242,0.63273024559021,0.13927790522575378,0.9409695863723755,-0.7898145914077759,0.7996188402175903,0.9153203964233398,-0.0803806409239769,-0.19427473843097687,0.6609864830970764,0.9153203964233398,-0.0803806409239769,-0.19427473843097687,0.6609864830970764
lup,0.6119118928909302,0.4557712972164154,-0.03588138148188591,0.9575284123420715,0.2936438322067261,0.5763026475906372,-0.3031900227069855,0.9963467717170715,0.7921579480171204,0.2924994230270386,-0.1303180605173111,0.6622290015220642,0.1710801124572754,0.9394791126251221,-0.43960148096084595,0.8139281272888184,0.879361629486084,-0.0773891732096672,-0.3741585612297058,0.6784077286720276,0.879361629486084,-0.0773891732096672,-0.3741585612297058,0.6784077286720276
lup,0.6322095394134521,0.508849561214447,-0.10294066369533539,0.9590930342674255,0.31578782200813293,0.6113717555999756,-0.3304758369922638,0.9965368509292603,0.7869123220443726,0.32634469866752625,-0.19380643963813782,0.6849658489227295,0.20387232303619385,0.9431261420249939,-0.4342281222343445,0.8216899037361145,0.7982161045074463,0.019170990213751793,-0.36232757568359375,0.6950880289077759,0.7982161045074463,0.019170990213751793,-0.36232757568359375,0.6950880289077759
lup,0.6456586122512817,0.5129565596580505,-0.11589597165584564,0.9625554084777832,0.3308497667312622,0.6206696629524231,-0.31544819474220276,0.9967493414878845,0.8084080815315247,0.3224777579307556,-0.34011027216911316,0.7131906151771545,0.21486833691596985,0.9450289011001587,-0.39543819427490234,0.8300259709358215,0.7904544472694397,0.020460035651922226,-0.6035534739494324,0.7179669141769409,0.7904544472694397,0.020460035651922226,-0.6035534739494324,0.7179669141769409
lup,0.6643990874290466,0.514906644821167,-0.04525778070092201,0.9660002589225769,0.34778347611427307,0.6203623414039612,-0.14187560975551605,0.9969547390937805,0.826214611530304,0.3258499205112457,-0.32729342579841614,0.7400627136230469,0.26120370626449585,0.9245119094848633,-0.4522504210472107,0.8429798483848572,0.7934993505477905,0.025817589834332466,-0.651006817817688,0.7426333427429199,0.7934993505477905,0.025817589834332466,-0.651006817817688,0.7426333427429199
lup,0.6751806735992432,0.5326783657073975,-0.08840952068567276,0.9671260714530945,0.3653382658958435,0.6319636702537537,-0.24990716576576233,0.9971029162406921,0.8256551623344421,0.33391064405441284,-0.2749689221382141,0.759532630443573,0.28586164116859436,0.928313672542572,-0.396679550409317,0.8515729904174805,0.7812967896461487,0.04824637621641159,-0.5113271474838257,0.7499159574508667,0.7812967896461487,0.04824637621641159,-0.5113271474838257,0.7499159574508667
